discount_pct,unit_price,quantity,order_date,total_amount,customer_id,product_name,pincode,status,rating,order_id,city,category,payment_method,phone,state
null,inf,9,15/08/2023,2049.72,,USB Hub,122551 ,Cancelled ,0,ORD_0331,KOLKATA,Electronicss, Wallet,+91 97625 51243,  West Bengal
13,Rs. 450.00,N/A,"Jun 23, 2024",$0.00,CUST_0500 ,Wireless Mouse - Imported,,Delivered,6,ORD_0332, Bangalore ,electronics,Credit Card,+91-90435-47332,  Karnataka
N/A,75.0,-1,05-Dec-2023,0.00,CUST_0176 ,Screen Cleaner,000000,CANCELLED,N/A,ORD_0333, Hyderabad ,Acce,cod,98640 49479,Telangana
,8500..,7,1735237800,0.00,#REF!,Monitor,18898,Shipp3d,5,ORD_0334,Chennai,Electronicss,N/A,919612844094,tamil nadu
null,120.00,19,"Jul 10, 2023",$710.40,CUST_0271,HDMI Cable,N/A,D3liv3r3d,5 stars,ord_0335,unknown,  Electronics  ,,98260 88550,Rajasthan
-5,120,13.0,1730485800,412.91,CUST_,HDMI Cable,000000,Cancelled,,ord_0336,  Chennai,ELECTRONICS,Net Banking,9971651753,tamil nadu
N/A,inf,7,1696098600,6499350.00,CUST_???,Desk Lamp,951416,R3turn3d,5,ORD_0337 ,unknown,Electronicss,net banking,+91-94477-27842,  Telangana
-5,35.00,-2,1692383400,$30.10,,Pen Set,N/A, Pending,-1,ord_0338, Hyderabad ,Stationery,upi,,Telangana
4,650,95,"Jul 28, 2023",2288.00,00430,Desk Lamp,288485,Pendind,Good,ORD_0339 ,unknown,Elec,cod,,R@j@sth@n
23,Rs. 899.00,-4,1677090600,7281171.81,CUST_0382 ,USB Hub,750969 ,Pending ,1,ORD_0340,"Chennai,",  Electronics  ,N/A,09011210562,tamil nadu
28.5,inf,,"Jul 12, 2024",-665.00,CUST_0258,Pen Set,N/A,PENDING,5 stars,ORD_0341 ,unknown,Stationerys,UPI,919857126247,
19.2,1200..,N/A,1685298600,0.00,CUST_0435 ,Laptop Stand,,Delivered,6,ord_0342,  Kolkata,Electronicss,WALLET,96944 06548,West Beng@l
1,650.00,0,13/10/2023,0.00,CUST_0369 ,Desk Lamp,35252,Cancelled,6,ORD_0343,Delhi,Electronics, Wallet,+91 93949 07529,Delhi
6,85.00,,09/04/2024,79.24,CUST_0197,Stapler,76443,P3nding,5,ORD_0344 , Pune ,stationery,Credit Card,+91 95251 71126,M@h@r@shtr@
21,nan,,2024-05-14,-297.50,CUST_0312,Stapler,,Returned,6,ORD_0345,Pune,STATIONERY,debit card,919554550524,  Maharashtra
-5,450.0,9999,07-May-2023,"$2,250.00",CUST_0593,Wireless Mouse,,Deli,6,ORD_0346,unknown,electronics,UPI,+91-90004-65682,
null,inf,20,"Jul 02, 2024",0.00,CUST_0174,Standing Desk (New),N/A, Returned,5,ORD_0347,bangalore,FURNITURE,N/A,95576 62136,  Karnataka
20,25.00,19.0,03-11-2023,3333.50,#REF!,Sticky Notes,082256,Delivered,5 stars,ORD_0348,"Delhi,",stationery,Debit Card,+91 91378 88088,delhi
17,Rs. 1200.00,9999.0,25-01-2023,-1200.00,#REF!,Laptop Stand,,Returned ,1,ORD_0349,"Bangalore,",Elec,WALLET,,K@rn@t@k@
1.3,899.00,N/A,2023-03-07,,CUST_???,USB Hub,042751,Cancelled,6,ord_0554,PUNE,  Electronics  ,N/A,98609 92210,
5,120.0,262,"Apr 02, 2024",441.60,#REF!,HDMI Cable,N/A,D3liv3r3d,1,ORD_0350,"Surat,",Electronicss, Credit Card,09659813119,
18,$45.00,,25/01/2024,-106.65,CUST_,Notebook  ,043585,Canc,6,ORD_0351,Surat,Stationery,UPI,+91-94729-45132,Gujarat
,$199.00,,21-07-2024,0.00,CUST_???,Phone Holder,925038 ,Canc3ll3d,0,ORD_0283,"Chennai,",accessories,Wallet,09354390782,Tamil Nadu
20.4,899,15,12/11/2023,-800.11,CUST_???,USB Hub,25989,P3nding,1,ORD_0352,"Kolkata,",Elec,WALLET,9788530421,West Bengal
13.5,2200..,-4,1679077800,0.00,,Bookshelf,398711,Pending,,ORD_0353, Mumbai ,Furnitures,credit card,+91-92346-32340,maharashtra
N/A,inf,9999,06/03/2024,-450.00,#REF!,Notebook,000000,Returned,4,ORD_0354,"Kolkata,",Stat,CREDIT CARD,9083876654,  West Bengal
2,nan,N/A,15/10/2024,0.00,CUST_0510,Laptop Bag,95978,Delivered,-1,ORD_0355, Pune ,accessories,upi,919572291910,  Maharashtra
0,85.00,N/A,"Jun 14, 2024",-595.00,CUST_0183 ,Stapler,322984,DELIVERED,-1,ORD_0356, Mumbai ,stationery,COD,+91-90693-78149,maharashtra
-5,$120.00,20,"Jul 03, 2024",Rs.91,,HDMI Cable,75167,RETURNED,1,ORD_0357, Ahmedabad ,Electronicss,UPI,94150 36856,Guj@r@t
null,nan,,"Jun 04, 2023","$16,182.00",CUST_???,USB Hub,623026,P3nding,5 stars,ord_0358,unknown,Elec,Net Banking,98568 28350,
7.2,1200#,N/A,21/10/2024,-19200.00,CUST_,Laptop Stand,010216,Returned,-1,ORD_0359,unknown,ELECTRONICS,Debit Card,,  Maharashtra
15.0,450#,N/A,21/04/2024,-0.00,CUST_,Wireless Mouse,449493 , Returned,0,ORD_0360 , Surat ,Electronicss,Debit Card,9961469048,
-5,850,11,"Dec 27, 2023",0.00,00138,Laptop Bag,,P3nding,N/A,ORD_0361,delhi,Accessories,,+91-91800-71818,N/A
-5,75#,0,2024-04-20,,CUST_0491,Screen Cleaner,040107,Pending ,5,ORD_0362, Mumbai ,ACCESSORIES,,919074449602,maharashtra
null,35..,8,17-Feb-2023,-140.00,CUST_0332,Pen Set  ,624427 ,Shipped ,-1,ORD_0363,unknown,Stationerys,Net Banking,9583553530,Delhi
2,120..,,28/02/2024,130.27,00186,HDMI Cable,545679,Pending,0,ORD_0364 ,,Electronics,COD,92856 68322,
-5,"$1,800.00",9,19-04-2024,9000.00,CUST_0142,Webcam,369946 ,Pendind,5 stars,ord_0365, Chennai ,Electronicss, Wallet,+91 97744 78874,tamil nadu
6.2,nan,-1,2024-10-19,"$1,598.40",CUST_0132 ,Webcam,485838,Shipp3d,N/A,ORD_0366 ,"Delhi,",Elec,,9009216072,N/A
22,inf,17.0,2024-07-08,-10800.00,CUST_0318,Webcam,095456,delivered,N/A,ORD_0367 ,"Kolkata,",  Electronics  ,,,  West Bengal
20,75.0,9,07-Oct-2024,660.00,CUST_???,Screen Cleaner,534268 ,Delivered,-1,ORD_0368,Mumbai,  Accessories  ,COD,,N/A
150,inf,9999,1702060200,7200.00,CUST_0426,Webcam,065113,PENDING,5 stars,ORD_0369,  Mumbai,Electronicss,,93087 01861,
150,650#,N/A,22-Feb-2023,6499350.00,CUST_,Desk Lamp,21533,D3liv3r3d,3,ORD_0370,DELHI,  Electronics  , Wallet,+91 97726 43639,Delhi
,750,N/A,25-May-2023,0.00,CUST_0297 ,Keyboard,N/A,Cancelled,0,ORD_0371 ,Pune,Electronics,UPI,+91-90495-05964,  Maharashtra
10%,75#,9999,12-Apr-2023,805269.46,CUST_0184 ,Screen Cleaner,N/A,delivered,1,ORD_0372, Delhi ,Acce,N/A,09578321319,Delhi
3,Rs. 85.00,0,21-02-2023,892.50,CUST_0240,Stapler,660035,DELIVERED,5 stars,ORD_0373,JAIPUR,STATIONERY,Credit Card,97153 12857,rajasthan
12,25,12,1693506600,$75.00,CUST_0462,Sticky Notes,55213,R3turn3d,6,ORD_0374,"Chennai,",  Stationery  ,N/A,90829 65556,N/A
150,899.00,N/A,31-08-2024,"$181,598.00",#REF!,USB Hub,291117,Returned,5 stars,ORD_0375,  Surat,electronics,,+91 98050 23936,  Gujarat
-5,Rs. 850.00,0,2024-12-23,464389.00,,Laptop Bag,, Pending,6,ORD_0376,SURAT,Accessories,upi,+91 91757 65571,  Gujarat
,inf,13,22/09/2023,Rs.1260,CUST_0449,Laptop Stand,409501,DELIVERED,N/A,ORD_0377 ,unknown,Electronicss,net banking,+91-91162-06131,Rajasthan
null,750,-1,2023-08-31,885.00,CUST_???,Keyboard,17103,SHIPPED,5 stars,ORD_0378 , Kolkata ,  Electronics  ,,,  West Bengal
20.1,nan,9999,2023-10-19,650.00,CUST_0365 ,Desk Lamp,20831,Delivered ,-1,ord_0379,  Chennai,Electronics, Net Banking,,  Tamil Nadu
10.7,899..,256,2023-12-19,$0.00,,USB Hub,294183, Pending,4,ORD_0380 ,  Jaipur,Electronicss, UPI,+91 90973 21756,Rajasthan
150,35,9,01-Jun-2023,0.00,CUST_0313,Pen Set,233655,Returned ,5,ORD_0381 ,kolkata,Stationerys,,919982993545,West Bengal
10.5,85.0,16,12-03-2023,0.00,CUST_0506 ,Stapler,508902 ,Delivered,5 stars,ORD_0382 ,mumbai,Stationery,,919080713950,N/A
,inf,13,22/09/2023,Rs.1260,CUST_0449,Laptop Stand,409501,DELIVERED,,ORD_0377 ,unknown,Electronicss,net banking,+91-91162-06131,Rajasthan
-5,2200.0,18,23/04/2024,0.00,#REF!,Bookshelf,N/A,Canc,N/A,ORD_0383,Bangalore,  Furniture  ,COD,99671 84442,
-5,9800.00,9999,14/12/2023,-2457350.00,CUST_0164,Standing Desk,000000,Deli,0,ORD_0384, Surat ,Furn,N/A,9432936299,Guj@r@t
N/A,nan,457,2024-12-22,Rs.849915,CUST_0132,Stapler,N/A,Shipped ,N/A,ORD_0385,"Chennai,",Stationerys,N/A,+91-92165-10851,
5,85,N/A,28-02-2023,-424957.50,CUST_0466 ,Stapler,122493 ,Canc3ll3d,,ORD_0386 ,Surat,Stationery,COD,+91 93095 54018,Guj@r@t
6,inf,16,1691173800,23.50,,Sticky Notes  ,849231,Delivered,-1,ORD_0387,bangalore,Stationery,net banking,919785042372,Karnataka
,nan,4,27-01-2024,,CUST_0506 ,Laptop Stand,,Pending,0,ORD_0388,Mumbai,Electronicss,UPI,+91 99515 26376,
10%,850.00,2,1718044200,"$3,315.00",CUST_0232,Laptop Bag,,Deli,4,ORD_0389,DELHI,Accessories,,9107408825,N/A
-5,Rs. 25.00,11,"May 27, 2024",18.25,00456,Sticky Notes,,cancelled,1,ORD_0390 ,,STATIONERY,,09311764121,Karnataka
N/A,899.0,0,27-02-2024,Rs.899,,USB Hub,408768,Delivered,N/A,ord_0391,  Chennai,ELECTRONICS,Wallet,+91 90493 61678,Tamil Nadu
,450.00,13,"Jan 20, 2024",450.00,#REF!,Wireless Mouse,354459,Cancelled,3,ORD_0392,unknown,Electronicss, Credit Card,+91-94625-02375,Gujarat
10%,Rs. 25.00,0,20-12-2024,0.00,CUST_???,Sticky Notes - Imported,,CANCELLED,Good,ORD_0393,Hyderabad,stationery,cod,,telangana
10%,$899.00,496,15/06/2024,15543.71,CUST_0380,USB Hub,399384 , Shipped,2,ORD_0394, Surat ,ELECTRONICS,Wallet,09241355245,Gujarat
10%,nan,9999.0,2023-04-22,-24750.00,CUST_,Bookshelf,348493,cancelled,N/A,ORD_0395 ,surat,  Furniture  ,,919927043637,gujarat
null,45.0,2.0,11/08/2023,$0.00,CUST_0424,Notebook,38490,Shipped ,Good,ORD_0396 , Mumbai ,STATIONERY,,+91 98507 96272,Maharashtra
8.9,inf,-4,02-Aug-2024,-302.48,#REF!,Phone Holder,16767,Shipped,Good,ORD_0397,,accessories,Net Banking,,West Bengal
26,nan,2,2024-07-26,171990.00,#REF!,Webcam,, Shipped,5,ORD_0398 ,,electronics,Wallet,,Rajasthan
4,75.0,,2024-05-07,74.25,00449,Screen Cleaner,000000,Pend,4,ORD_0399,  Ahmedabad,Accessories,debit card,9680064901,N/A
,nan,15,21-Aug-2023,712428.75,CUST_0328 ,Screen Cleaner,028441,Shipped,5,ORD_0400,CHENNAI,Acce,Credit Card,9909206859,N/A
-5,Rs. 450.00,,01-01-2023,6372.00,CUST_0188,Wireless Mouse,N/A,Pendind,-1,ORD_0401 ,,ELECTRONICS,cod,,delhi
10%,899#,9999,12/08/2024,Rs.944,CUST_0264 ,USB Hub,N/A,delivered,,ord_0402,  Chennai,ELECTRONICS,NET BANKING,09440359059,
7,85,3,25-11-2023,-787021.29,00365,Stapler,15184, Delivered,5 stars,ORD_0403, Mumbai ,stationery,Wallet,09766275416,N/A
10%,2200.00,-2,15-10-2023,0.00,CUST_0103,Bookshelf (New),000000, Delivered,,ORD_0404,"Delhi,",Furnitures,Credit Card,919271656849,Delhi
null,nan,-5,1718044200,650.00,CUST_???,Desk Lamp,92229, Shipped,5,ORD_0405,unknown,ELECTRONICS,WALLET,+91 90928 89590,
-5,4500.00,,08-01-2023,Rs.-382500,CUST_0376,Office Chair,037498,Returned,3,ord_0406,,FURNITURE,,9365249644,Maharashtra
-5,2200.00,9999,27-Apr-2024,-2310.00,CUST_0497,Bookshelf,000000,Delivered,3,ORD_0407,,  Furniture  ,,+91 93800 09031,Karnataka
10%,75,-5,1697999400,225.00,#REF!,Screen Cleaner,120487,DELIVERED,2,ORD_0408,CHENNAI,accessories,debit card,,tamil nadu
,750..,0,2024-08-01,313582.05,CUST_0505,Keyboard,084339,Pendind,2,ORD_0409,Bangalore,Electronicss,UPI,+91 92351 46472,
150,Rs. 75.00,9999,1707244200,-540.00,CUST_???,Screen Cleaner,062413,Shipped ,5 stars,ORD_0410,,  Accessories  ,,09414828677,
17,25.00,,13/07/2023,5950.00,CUST_0495,Sticky Notes,522101,Shipped ,Good,ORD_0411 ,  Mumbai,Stationery,N/A,+91-96757-09781,M@h@r@shtr@
8,nan,158,1675362600,Rs.560,CUST_0500 ,Pen Set,N/A,Shipp3d,Good,ORD_0412, Hyderabad ,Stationery, Wallet,919485534595,Telangana
25,850#,0,27-11-2024,,#REF!,Laptop Bag  ,, Delivered,4,ORD_0413 ,bangalore,Acce,CREDIT CARD,+91-97878-71261,K@rn@t@k@
10%,199..,9999,16-Dec-2023,0.00,CUST_???,Phone Holder  ,,Shipped,6,ORD_0414,,Accessoriess,cod,,Gujarat
N/A,8500.00,12,2024-06-23,0.00,#REF!,Monitor,628753 , Pending,2,ORD_0415, Hyderabad ,electronics,,+91-91253-11574,
23,inf,3,27-10-2023,Rs.17000,00170,Monitor,361209,R3turn3d,6,ORD_0416,,  Electronics  ,Net Banking,,N/A
-5,inf,20,"May 03, 2024",1965.60,CUST_0539,HDMI Cable,904382,Canc,-1,ORD_0417,,Electronics, Net Banking,+91 93775 75514,Tamil Nadu
25.5,inf,179,26-Mar-2023,0.00,CUST_0297,Wireless Mouse,N/A,Retu,-1,ord_0418,CHENNAI,Electronicss,COD,919844994136,  Tamil Nadu
150,"$1,200.00",402,2024-12-28,-204000.00,,Laptop Stand,779479 ,Pending ,,ORD_0419,KOLKATA,Electronicss,upi,09289872863,
,35,18,"Mar 18, 2023",0.00,CUST_0303 ,Pen Set,711452 ,Delivered ,N/A,ORD_0420,Pune,stationery,N/A,+91-98448-05765,maharashtra
13,899,9,1689359400,$899.00,CUST_0149 ,USB Hub,032542, Pending,,ORD_0502,unknown,electronics,DEBIT CARD,9671652768,maharashtra
-5,inf,3,02/06/2023,21997800.00,#REF!,Bookshelf,35251,PENDING,5 stars,ORD_0421,,  Furniture  ,Debit Card,919198169862,N/A
null,120#,-4,2023-03-18,Rs.1199880,CUST_0295,HDMI Cable,079713,RETURNED,2,ord_0422,HYDERABAD,Electronics, UPI,919176294900,N/A
10%,inf,20.0,"Apr 12, 2023",85.00,00335,Stapler,133762 ,Shipped,5,ORD_0423,"Hyderabad,",stationery,credit card,09093704379,N/A
150,"$4,500.00",16,31/12/2024,"$-2,250.00",CUST_0492,Office Chair,71880, Shipped,-1,ORD_0424,,Furniture,,9371743531,Maharashtra
-5,inf,-2,"Jun 28, 2024",Rs.-2249775,CUST_0331,Wireless Mouse,367717,Shipped ,5,ORD_0425 ,unknown,ELECTRONICS,Net Banking,919764145325,R@j@sth@n
13.0,inf,4,08-Aug-2023,Rs.4524,CUST_0375,Desk Lamp,047771,delivered,5 stars,ORD_0426,surat,ELECTRONICS,N/A,+91-95420-73631,
10,8500#,-4,"Nov 16, 2023",,CUST_,Monitor,N/A, Returned,,ORD_0427,"Bangalore,",  Electronics  , COD,,
12.0,$650.00,15,2023-11-15,767.00,CUST_0457,Desk Lamp,N/A,Delivered,6,ORD_0428,"Pune,",  Electronics  ,,94825 24381,Maharashtra
N/A,750#,4,26/09/2023,Rs.622,00131,Keyboard (New),380320 ,P3nding,0,ORD_02,PUNE,Electronicss,WALLET,919271224104,N/A
21,850#,12,17-Sep-2024,0.00,CUST_0423,Laptop Bag,223567, Pending,5,ORD_0429,,  Accessories  , Credit Card,+91 99935 79587,N/A
10%,450#,9,1724610600,9000.00,#REF!,Wireless Mouse,343041, Shipped,6,ORD_0430 ,"Delhi,",electronics,COD,919482453993,Delhi
5,35.00,N/A,1713465000,,CUST_0387,Pen Set (New),397941,Pend,,ORD_0431 ,Hyderabad,  Stationery  , COD,9333586507,N/A
1,Rs. 899.00,305,1693765800,9438556.05,,USB Hub,N/A,delivered,N/A,ORD_0432,Bangalore,Electronicss,UPI,09107044241,N/A
10%,75.00,9999,04-02-2023,75.00,#REF!,Screen Cleaner,059436,Delivered,3,ORD_0433,surat,  Accessories  ,Net Banking,,gujarat
1,2200.00,2,22-02-2024,Rs.21997800,00234,Bookshelf,000000, Cancelled,6,ORD_0434 ,unknown,furniture,debit card,+91 93541 30138,
-5,199#,9999,20-Jan-2024,1791.00,,Phone Holder,377627,shipped,4,ORD_0435,"Delhi,",accessories,Wallet,,Delhi
,Rs. 85.00,17,02-01-2023,,CUST_0456,Stapler  ,, Cancelled,5 stars,ORD_0436,  Kolkata,Stationerys,COD,97489 03913,  West Bengal
27.0,9800.0,17.0,1725647400,-78400.00,CUST_0107,Standing Desk,989261,Pendind,Good,ORD_0437,hyderabad,  Furniture  ,N/A,09509944359,Telangana
3,9800.0,4,30-Sep-2023,-63602.00,CUST_0598,Standing Desk,,cancelled,5 stars,ORD_0438 ,AHMEDABAD,FURNITURE,Net Banking,+91 98713 94456,Guj@r@t
10%,2200,9,1719858600,,CUST_,Bookshelf,147499 ,pending,,ord_0439,Kolkata,Furniture,upi,9993488152,West Beng@l
,9800..,8,2024-12-02,Rs.-48995100,CUST_0297,Standing Desk,693463,Ship,-1,ord_0440,unknown,Furnitures,,+91-92414-85092,telangana
10%,750.0,-4,1715970600,750.00,,Keyboard,975662 ,Cancelled ,-1,ORD_0441,MUMBAI,Electronics,UPI,+91-97539-52926,  Maharashtra
N/A,750.00,18,"Aug 01, 2023",0.00,CUST_0375,Keyboard,N/A,Shipped,,ORD_0469,Jaipur,Electronics,UPI,919525872275,Rajasthan
0,inf,N/A,"Oct 29, 2023",0.00,CUST_0597,Sticky Notes,521719, Returned,5 stars,ORD_0442 ,unknown,Stat,,+91 99444 41003,Guj@r@t
,45..,-4,22/09/2024,$34.20,CUST_0316,Notebook,663076,delivered,N/A,ORD_0443,unknown,Stat,NET BANKING,+91 98198 82103,  Maharashtra
7,inf,10,"Feb 26, 2024",0.00,CUST_0110,Monitor,55858,delivered,0,ORD_0444,Pune,Electronicss,Wallet,09278207414,Maharashtra
3,1200#,10,"Nov 14, 2023",0.00,CUST_0406,Laptop Stand,511474 ,shipped,0,ORD_0445,Pune,ELECTRONICS,credit card,919841418034,M@h@r@shtr@
25,9800..,15,14/05/2024,133770.00,CUST_0375,Standing Desk,696323,Shipped ,Good,ORD_0446,"Ahmedabad,",Furn,net banking,+91-95939-11023,Guj@r@t
20.3,8500,N/A,1685644200,0.00,CUST_0478,Monitor,968682,DELIVERED,Good,ORD_0447,,  Electronics  ,DEBIT CARD,91825 81909,Telangana
N/A,75,121,12/04/2024,0.00,CUST_0176,Screen Cleaner,000000,cancelled,6,ORD_0448 ,  Mumbai,  Accessories  ,Net Banking,,
10%,inf,10,2024-09-30,0.00,00222,Pen Set,81689,Cancelled,2,ORD_0449,"Bangalore,",Stat,Debit Card,9383180891,
25,$899.00,-2,07/09/2024,-15130.17,#REF!,USB Hub (New),000000, Delivered,0,ord_0450,KOLKATA,  Electronics  , Net Banking,919819942062,N/A
29,1800..,N/A,02-03-2024,Rs.14038596,CUST_0476,Webcam,961434 ,Returned,,ORD_0451,"Delhi,",Electronicss,NET BANKING,95690 84108,Delhi
-5,inf,5,"Jan 13, 2023",Rs.22800,,Laptop Stand,030264,DELIVERED,N/A,ORD_0452,unknown,Electronicss,COD,+91-99866-70624,Tel@ng@n@
null,1800#,15,07-10-2024,0.00,00506,Webcam,000000, Delivered,N/A,ORD_0453, Delhi ,electronics,,+91 98916 28710,
15,45,N/A,20-12-2024,0.00,,Notebook,628591,Canc3ll3d,Good,ORD_0454, Chennai ,Stationery,Wallet,919397048512,N/A
N/A,1200..,3.0,14/07/2024,0.00,CUST_0321 ,Laptop Stand,029931, Returned,6,ORD_0455,pune,Elec,CREDIT CARD,9997909547,
21,450,14,12-07-2024,0.00,CUST_0501,Wireless Mouse,,D3liv3r3d,5 stars,ORD_0456 ,HYDERABAD,Electronicss,Wallet,92150 32716,
150,25.0,14,"Jun 08, 2023",429.52,00215,Sticky Notes,96859,D3liv3r3d,Good,ORD_0457,unknown,Stationery,net banking,98716 77839,N/A
null,Rs. 120.00,9,2023-03-11,134.52,CUST_0264,HDMI Cable,50883,delivered,6,ORD_0458,  Ahmedabad,Electronics,,09980549996,
150,$899.00,9999,07-07-2023,872.03,#REF!,USB Hub,053456,Pending ,0,ORD_0459,chennai,Electronics,UPI,+91 96210 12694,
,$45.00,N/A,2024-06-30,,CUST_,Notebook,085373,Shipped ,,ORD_0460,PUNE,  Stationery  ,Debit Card,,
30,Rs. 1800.00,9999,05/06/2023,0.00,#REF!,Webcam,N/A, Returned,N/A,ORD_0461, Surat ,Elec,,+91 93155 16137,Gujarat
10%,750#,-4,10-06-2024,11735.10,CUST_0347,Keyboard,68629,Pending ,,ord_0462,jaipur,Elec,UPI,+91-97225-54597,N/A
18,Rs. 75.00,5.0,11-04-2024,796.50,CUST_???,Screen Cleaner,90442,Returned,0,ORD_0463,Chennai,Accessories,Net Banking,+91 97257 50070,T@mil N@du
10%,120..,0,23-Sep-2023,1199880.00,CUST_???,HDMI Cable,482508,shipped,,ORD_0464 ,  Pune,Electronicss,N/A,919136015558,  Maharashtra
10%,45..,50,"Mar 28, 2023",0.00,CUST_0220,Notebook (New),48484,Ship,,ORD_0465,"Bangalore,",Stat,COD,+91 93073 70008,Karnataka
null,$85.00,18,"Sep 01, 2024",543.15,CUST_0475,Stapler,21208,cancelled,0,ord_0466,ahmedabad,Stationerys, Debit Card,919961078652,Guj@r@t
25,120..,0,"Dec 20, 2023",0.00,CUST_0378,HDMI Cable,926675,Shipped ,3,ORD_0467,unknown,Electronicss,WALLET,9191942378,Maharashtra
3,inf,-2,09/10/2024,104076.00,CUST_,Standing Desk,731858,returned,,ORD_0468,"Pune,",FURNITURE,,+91 98108 13449,  Maharashtra
N/A,750.00,18,"Aug 01, 2023",0.00,CUST_0375,Keyboard,N/A,Shipped,,ORD_0469,Jaipur,Electronics,UPI,919525872275,Rajasthan
N/A,nan,N/A,25/02/2024,-22050.00,CUST_???,Notebook,000000,Delivered,Good,ORD_0470,,  Stationery  ,Net Banking,93577 03088,Guj@r@t
N/A,750.0,N/A,1712946600,5324467.50,CUST_0386,Keyboard,19257, Delivered,0,ORD_0471, Delhi ,Electronicss,UPI,+91 91143 32431,  Delhi
null,650#,13,2024-09-04,-1300.00,CUST_0314,Desk Lamp,763328, Cancelled,3,ord_0472,unknown,ELECTRONICS, Net Banking,+91 91391 18838,West Beng@l
,nan,N/A,"Jun 05, 2023",Rs.1199880,CUST_0112,HDMI Cable,155092, Delivered,5 stars,ORD_0473,Surat,Electronicss,N/A,+91 98598 38281,
20,1200,8,23-04-2023,12034796.40,CUST_0566,Laptop Stand,N/A,CANCELLED,N/A,ORD_0474 ,  Pune,Electronicss,UPI,9324518401,maharashtra
N/A,Rs. 75.00,12,1708540200,Rs.1148,,Screen Cleaner,71960,Shipp3d,2,ORD_0475, Kolkata ,  Accessories  ,Net Banking,9111800978,West Bengal
10%,850.00,,"Mar 16, 2024","$2,550.00",CUST_,Laptop Bag,535667 ,P3nding,Good,ORD_0476,,  Accessories  ,UPI,09973287309,telangana
11,$45.00,-2,13/06/2023,194.40,00190,Notebook (New),565991 ,Delivered,0,ord_0477,,STATIONERY, Debit Card,9639034864,N/A
14,850..,,2024-10-18,-8244175.50,CUST_0436,Laptop Bag,000000,RETURNED,N/A,ord_0478,surat,ACCESSORIES,UPI,96289 07349,Gujarat
0,450#,0,27-04-2024,0.00,#REF!,Wireless Mouse,828471 ,pending,6,ord_0479,Hyderabad,  Electronics  , Debit Card,09349111648,Tel@ng@n@
null,Rs. 4500.00,9999,19/10/2024,1717254.00,CUST_???,Office Chair,N/A,Canc3ll3d,,ORD_0480,unknown,FURNITURE,,90237 37426,N/A
18,1200..,,10/12/2024,5664.00,CUST_0345 ,Laptop Stand,71932, Cancelled,Good,ORD_0481,,electronics,N/A,919212953548,K@rn@t@k@
28,899,6.0,19-Aug-2023,2247.50,CUST_???,USB Hub,,Cancelled,5 stars,ORD_0482,ahmedabad,ELECTRONICS,COD,9378715122,  Gujarat
4,25..,,21/06/2023,52.50,00300,Sticky Notes,N/A,D3liv3r3d,5 stars,ORD_0483 ,"Jaipur,",stationery,WALLET,91826 18752,N/A
10%,2200#,N/A,"Jun 03, 2023","$37,400.00",#REF!,Bookshelf,000000,RETURNED,4,ORD_0484,  Bangalore,furniture, Net Banking,,N/A
-5,"$8,500.00",18,22-Dec-2024,0.00,,Monitor,814797,Cancelled ,N/A,ORD_0485, Surat ,electronics,Wallet,98016 90637,Gujarat
10%,Rs. 1800.00,1,2023-10-24,17260273.80,CUST_0146,Webcam,729029 ,Cancelled,5 stars,ORD_0486,AHMEDABAD,ELECTRONICS,,09596171529,N/A
-5,$85.00,14,12/08/2024,-424957.50,00250,Stapler,16680,shipped,2,ORD_0487,pune,STATIONERY,WALLET,,M@h@r@shtr@
20,nan,9999,16-02-2024,493977.26,CUST_0360,Bookshelf,085594,Deli,Good,ORD_0488 ,  Ahmedabad,  Furniture  ,,9296496828,gujarat
N/A,inf,9999,1735324200,5228.30,CUST_0546,Pen Set,358229,DELIVERED,6,ORD_0489,  Chennai,STATIONERY,N/A,,tamil nadu
5,$199.00,9,"Mar 30, 2023",1552.00,#REF!,Phone Holder (New),N/A,SHIPPED,6,ORD_0490, Delhi ,Accessoriess,cod,94586 50210,delhi
-5,Rs. 25.00,,14/08/2024,294970.50,CUST_,Sticky Notes,327274,Canc3ll3d,2,ORD_0491 , Pune ,Stationerys,WALLET,+91-99200-91273,  Maharashtra
21.4,Rs. 8500.00,0,17-Mar-2023,6290.00,CUST_0420,Monitor,756951,shipped,3,ord_0492,jaipur,  Electronics  ,net banking,+91-95920-77929,
4.4,nan,0,"Jul 29, 2023",23940.00,CUST_0570,Laptop Stand,036606,Returned,0,ORD_0493, Chennai ,ELECTRONICS, Wallet,+91-96271-76096,Tamil Nadu
10%,9800..,-2,24-Dec-2023,-45766.00,CUST_0117,Standing Desk,097755,D3liv3r3d,5 stars,ord_0494,  Pune,Furn,wallet,09519409043,  Maharashtra
19,"$8,500.00",9999,2024-01-11,Rs.68000,CUST_,Monitor,424590 ,Deli,6,ORD_0495 , Bangalore ,  Electronics  ,,09648321055,Karnataka
N/A,inf,,29/02/2024,2200.00,CUST_0210,Bookshelf,320863,Cancelled,N/A,ORD_0496,  Delhi,Furnitures,,9392249482,delhi
11,450#,389,21/04/2024,"$6,552.00",CUST_,Wireless Mouse,000000,Deli,3,ord_0497,Delhi,ELECTRONICS,Debit Card,9175291078,N/A
0,750..,-2,1727548200,-750.00,CUST_0250,Keyboard,75106,Shipp3d,1,ORD_0498, Hyderabad ,electronics,DEBIT CARD,9946597100,N/A
